5.79277, -0.797524, -1.33194
1079
-0.66963, -0.66963
-0.673038, -0.678937
-0.670069, -0.681867
-0.660808, -0.678338
-0.656452, -0.679776
-0.652788, -0.681912
-0.646365, -0.681126
-0.643387, -0.68394
-0.63835, -0.684547
-0.635357, -0.687326
-0.632352, -0.690092
-0.629335, -0.692844
-0.627645, -0.69707
-0.624597, -0.699802
-0.621538, -0.70252
-0.618466, -0.705226
-0.614727, -0.707163
-0.609025, -0.706808
-0.605935, -0.709459
-0.611879, -0.722781
-0.609363, -0.72621
-0.606188, -0.728862
-0.603002, -0.7315
-0.598539, -0.732575
-0.595337, -0.73518
-0.592124, -0.737771
-0.589522, -0.74113
-0.586282, -0.743695
-0.583031, -0.746246
-0.575484, -0.743248
-0.572236, -0.745752
-0.568976, -0.748242
-0.565706, -0.750717
-0.564819, -0.756384
-0.561513, -0.758841
-0.558196, -0.761284
-0.554281, -0.762903
-0.549779, -0.763691
-0.546441, -0.766083
-0.543094, -0.76846
-0.539162, -0.770003
-0.535797, -0.772348
-0.532422, -0.774679
-0.529037, -0.776994
-0.525641, -0.779295
-0.522792, -0.782413
-0.519373, -0.784687
-0.518137, -0.79029
-0.514684, -0.792544
-0.507975, -0.789736
-0.504524, -0.791945
-0.502665, -0.796676
-0.498654, -0.798013
-0.495167, -0.800181
-0.492194, -0.803187
-0.488685, -0.805327
-0.487226, -0.81088
-0.483683, -0.812998
-0.482161, -0.818548
-0.481104, -0.824963
-0.4775, -0.827054
-0.476368, -0.833471
-0.474696, -0.839023
-0.472985, -0.844576
-0.469296, -0.846632
-0.465597, -0.848672
-0.462367, -0.851574
-0.46196, -0.859749
-0.468533, -0.881182
-0.464683, -0.883218
-0.460825, -0.885237
-0.457874, -0.889017
-0.453991, -0.891006
-0.447398, -0.887621
-0.447537, -0.897619
-0.443616, -0.899563
-0.439686, -0.90149
-0.43488, -0.901599
-0.433525, -0.908903
-0.429555, -0.910786
-0.426845, -0.915371
-0.422428, -0.916316
-0.418425, -0.918151
-0.414415, -0.919968
-0.410397, -0.921767
-0.406371, -0.923549
-0.40473, -0.930816
-0.401849, -0.935329
-0.397764, -0.937074
-0.392512, -0.936034
-0.388806, -0.938662
-0.384707, -0.940349
-0.3806, -0.942019
-0.379821, -0.95203
-0.375664, -0.953678
-0.371499, -0.955308
-0.367327, -0.95692
-0.361731, -0.954773
-0.356861, -0.954469
-0.352693, -0.956017
-0.349203, -0.959426
-0.347378, -0.967529
-0.344489, -0.972806
-0.34123, -0.977132
-0.336963, -0.978612
-0.333333, -0.981966
-0.329045, -0.983412
-0.324751, -0.984838
-0.32076, -0.987197
-0.316754, -0.989539
-0.312433, -0.990912
-0.308107, -0.992266
-0.303774, -0.993601
-0.300589, -0.998747
-0.297364, -1.00388
-0.296899, -1.01861
-0.292451, -1.0199
-0.287998, -1.02117
-0.284074, -1.02434
-0.279602, -1.02557
-0.274866, -1.02581
-0.270642, -1.02797
-0.266154, -1.02914
-0.261661, -1.03029
-0.257405, -1.03239
-0.254799, -1.04128
-0.249553, -1.03946
-0.24639, -1.04638
-0.242497, -1.05037
-0.237912, -1.05142
-0.233971, -1.05538
-0.229364, -1.05639
-0.224753, -1.05738
-0.219526, -1.05541
-0.214919, -1.05636
-0.210307, -1.05729
