10  21.06580775
20  42.21823155
30  62.64431647
40  83.31597584
50 104.33173257
60 124.11225264
70  73.50311589
80  83.94543547
90  94.04673562
100 105.206275
200 105.1528464
300 124.8696255
400 119.167313
500 116.7850682
600 124.0444675
700 121.030037
800 118.9383788
900 124.0251711
1000 122.0611188
1100 120.84928868
1200 124.47664935
1300 123.15338569
1400 121.9119735 
1500 124.68001807
1600 123.47543074
1700 122.61794006
1800 124.77960125
1900 123.84398114
2000 123.22583814
2100 124.83254434
2200 124.05812262
2300 123.54040168
2400 124.959441  
2500 124.2755098 
2600 123.77065863
2700 125.01090406
2800 124.3791504 
2900 124.12111889
3000 125.0749803
3100 124.577
3200 124.394
3300 125.109
3400 124.687
3500 124.420
3600 125.17
3700 124.686
3800 124.619
3900 125.162
4000 124.9241855
4100 124.78386676
4200 125.24417861
4300 124.91947809
4400 124.79832287
4500 125.26424503
4600 124.93554444
4700 124.8931303
4800 125.25148623
4900 125.04137534
5000 124.98573532
5100 125.41408209
5200 125.13274429
5300 125.02564103
5400 125.36252851
5500 125.16532047
5600 125.0888231
5700 125.43113964
5800 125.18063923
5900 125.22397127
6000 125.42337965
6100 125.28202594
6200 125.26994678
6300 125.52228764
6400 125.28725849
6500 125.38702936
6600 125.4201672
6700 125.32751743
6800 125.41413796
6900 125.47190323
7000 125.40210457
7100 125.55663055
7200 125.5199997
7300 125.45188956
7400 125.55835476
7500 125.50596487
7600 125.40429373
7700 125.55653234
7800 125.53838403
7900 125.48530307
8000 125.56912728
8100 125.54345446
8200 125.48042057
8300 125.62364892
8400 125.6525434
8500 125.51307348
8600 125.6157479
8700 125.64557399
8800 125.59623046
8900 125.6085089
9000 125.62915729
9100 125.60801059
9200 125.71417255
9300 125.59573323
9400 125.66357965
9500 125.64451515
9600 125.6389587
9700 125.64413032
9800 125.69240492
9900 125.63913923
10000 125.6755158
