-0.362555, -6.41445, -1.9133
1067
-2.89065, -2.89065
-2.88224, -2.9075
-2.88424, -2.93503
-2.85675, -2.93254
-2.84393, -2.94498
-2.76329, -2.88657
-2.7424, -2.88989
-2.6729, -2.84137
-2.66048, -2.85301
-2.648, -2.86459
-2.63683, -2.87759
-2.6303, -2.89573
-2.8525, -3.16803
-2.86862, -3.21402
-2.87842, -3.25346
-2.86552, -3.2675
-2.85123, -3.27997
-2.83689, -3.29238
-2.83419, -3.31841
-2.83455, -3.3483
-2.90219, -3.45869
-2.90369, -3.49131
-2.89161, -3.50781
-2.87944, -3.52426
-2.86215, -3.53446
-2.8492, -3.55003
-2.83618, -3.56556
-2.81812, -3.57476
-2.80249, -3.58703
-2.78926, -3.60238
-2.77534, -3.6169
-2.77588, -3.65047
-2.77978, -3.6889
-2.7846, -3.72903
-2.77009, -3.74356
-2.76556, -3.77174
-2.7573, -3.7951
-2.74072, -3.80709
-2.73801, -3.83855
-2.72124, -3.85047
-2.70441, -3.8623
-2.68754, -3.87407
-2.66551, -3.87834
-2.63787, -3.87423
-2.62094, -3.8857
-2.59451, -3.88296
-2.54388, -3.84338
-2.48322, -3.78754
-2.29184, -3.52913
-2.24937, -3.49704
-2.22711, -3.49586
-2.20756, -3.49878
-2.19069, -3.50583
-2.14906, -3.47284
-1.70387, -2.78046
-1.68653, -2.77932
-1.67439, -2.78665
-1.65863, -2.78791
-1.62311, -2.75549
-1.61107, -2.76255
-1.596, -2.76435
-1.5869, -2.7765
-1.57477, -2.7834
-1.55919, -2.78413
-1.29978, -2.34486
-1.28135, -2.3356
-1.26018, -2.32096
-1.25004, -2.32643
-1.24081, -2.33363
-1.23062, -2.33902
-1.21948, -2.3426
-1.21016, -2.34967
-1.1999, -2.35493
-1.19051, -2.36193
-1.16904, -2.34473
-1.15658, -2.34532
-1.69512, -3.6352
-1.68469, -3.65437
-1.66997, -3.66441
-1.65396, -3.67167
-1.63671, -3.67611
-1.61904, -3.67955
-1.60098, -3.682
-1.58174, -3.6816
-1.55863, -3.67189
-1.54259, -3.67866
-1.52614, -3.68443
-1.50626, -3.6818
-1.48681, -3.67999
-1.46963, -3.68366
-1.44988, -3.68073
-1.43381, -3.68702
-1.41627, -3.68951
-1.39768, -3.68911
-1.37667, -3.68206
-1.35955, -3.68522
-1.34277, -3.68923
-1.32565, -3.69223
-1.30786, -3.69327
-1.29107, -3.69705
-1.27493, -3.70265
-1.25651, -3.70155
-1.23812, -3.70036
-1.21883, -3.69623
-1.20177, -3.69866
-1.18501, -3.70196
-1.16704, -3.70138
-1.15088, -3.70643
-1.13469, -3.71142
-1.11676, -3.71059
-1.09829, -3.70776
-1.08126, -3.70963
-1.05707, -3.68644
-1.03907, -3.68428
-1.02112, -3.68203
-1.00504, -3.68645
-0.992571, -3.70433
-0.977672, -3.71346
-0.961459, -3.71769
-0.945229, -3.72185
-0.926561, -3.71623
-0.910337, -3.72024
-0.893395, -3.72126
-0.876462, -3.7222
-0.859538, -3.72307
-0.843285, -3.72678
-0.826799, -3.72945
-0.807124, -3.71739
-0.790896, -3.72087
-0.774653, -3.72429
-0.776538, -3.81681
-0.782897, -3.93589
-0.789377, -4.06099
-0.77165, -4.0644
-0.753909, -4.06773
-0.733128, -4.05425
-0.715431, -4.05741
-0.69772, -4.06049
-0.679996, -4.0635
-0.66242, -4.06741
-0.644666, -4.07026
