1.17922e-007, 3.71697e-008, -5.44932e-007
828
-13.1578, -13.1578
-13.0355, -13.1498
-12.922, -13.1495
-12.8128, -13.1527
-12.6956, -13.1467
-12.5959, -13.1579
-12.4833, -13.1547
-12.3655, -13.1449
-12.2589, -13.1461
-12.1607, -13.1554
-12.0532, -13.1538
-11.9506, -13.1566
-11.847, -13.1574
-11.7382, -13.1515
-11.6336, -13.1494
-11.5366, -13.1549
-11.4384, -13.1584
-11.3273, -13.146
-11.2309, -13.1497
-11.1385, -13.1574
-11.0386, -13.1553
-10.9395, -13.1533
-10.8381, -13.1477
-10.7446, -13.1507
-10.6538, -13.1563
-10.59, -13.1949
-10.5367, -13.2464
-10.4986, -13.3174
-10.4656, -13.3954
-10.434, -13.4757
-10.3976, -13.5505
-10.3735, -13.6419
-10.3374, -13.7182
-10.2852, -13.7736
-10.1887, -13.7693
-10.1049, -13.7813
-10.0053, -13.7711
-9.92114, -13.7813
-9.82898, -13.7797
-9.72951, -13.7669
-9.64928, -13.7806
-9.55543, -13.7741
-9.46975, -13.7786
-9.37689, -13.7718
-9.29435, -13.7794
-9.20302, -13.7733
-9.11689, -13.7741
-9.03149, -13.7753
-8.94733, -13.7777
-8.85629, -13.7687
-8.77733, -13.7776
-8.69472, -13.7803
-8.6043, -13.7698
-8.52467, -13.7757
-8.43679, -13.7676
-8.35588, -13.7701
-8.27306, -13.7687
-8.19858, -13.7806
-8.11046, -13.7688
-8.0357, -13.779
-7.9565, -13.7811
-7.86999, -13.7696
-7.79408, -13.776
-7.71533, -13.7767
-7.63721, -13.7779
-7.55922, -13.7786
-7.1736, -13.2121
-7.06619, -13.1508
-6.99137, -13.1489
-6.91764, -13.1483
-6.84542, -13.1499
-6.77745, -13.1592
-6.69863, -13.1468
-6.6268, -13.1473
-6.55286, -13.143
-6.48351, -13.1473
-6.41732, -13.1574
-6.34594, -13.1565
-6.27298, -13.1516
-6.20658, -13.1598
-6.13431, -13.1551
-6.06178, -13.149
-5.99564, -13.1562
-5.92174, -13.1458
-5.8566, -13.1541
-5.78385, -13.1448
-5.71926, -13.1534
-5.65273, -13.1571
-5.58159, -13.1494
-5.51759, -13.158
-5.44941, -13.156
-5.37984, -13.1501
-5.31567, -13.1567
-5.24376, -13.1436
-5.17793, -13.1449
-5.11545, -13.1544
-5.05084, -13.1579
-4.97992, -13.1443
-4.91761, -13.1528
-4.8491, -13.1441
-4.78384, -13.1435
-4.71934, -13.1445
-4.6556, -13.147
-4.59226, -13.1502
-4.52996, -13.1559
-4.46576, -13.1557
-4.40165, -13.1551
-4.3392, -13.159
-4.27371, -13.1531
-4.2117, -13.1573
-4.14613, -13.1498
-4.08308, -13.1497
-3.93298, -12.8642
-3.85751, -12.8171
-3.79615, -12.8156
-3.73796, -12.8243
-3.67673, -12.8223
-3.6164, -12.8228
-3.55374, -12.8144
-3.49648, -12.8249
-3.43453, -12.8178
-3.37628, -12.824
-3.31403, -12.8144
-3.25661, -12.8229
-3.19724, -12.8234
-3.13555, -12.8139
-3.07704, -12.8168
-3.0243, -12.8437
-2.97633, -12.8919
-2.95624, -13.0647
-2.95657, -13.3362
-2.95776, -13.6226
-3.25444, -15.3109
-3.25562, -15.652
-3.25727, -16.01
-3.25586, -16.3683
-3.25425, -16.7417
-3.81684, -20.1039
-3.73273, -20.14
-3.64945, -20.1817
-3.56326, -20.2083
-3.47912, -20.2473
-3.39255, -20.2731
-3.31339, -20.345
-3.25571, -20.5558
-3.25559, -21.1519
-3.25698, -21.793
-3.25614, -22.4572
-3.25679, -23.1733
-3.17345, -23.318
-3.06906, -23.3118
-2.97603, -23.3935
-2.95606, -24.0752
0.390322, -7.44778
0.42083, -7.41106
0.452186, -7.39318
0.484179, -7.38715
0.518778, -7.41888
1.56427, -17.8797
1.55196, -16.8898
1.62487, -16.875
1.69899, -16.8727
1.77364, -16.875
1.84714, -16.8662
1.92196, -16.8689
1.99684, -16.8712
2.07032, -16.8614
2.1469, -16.876
2.21973, -16.8605
2.2953, -16.8655
2.37026, -16.8653
2.44411, -16.8567
2.51867, -16.8528
2.59431, -16.8555
2.66955, -16.8549
2.74564, -16.8589
2.82083, -16.8566
2.89672, -16.8579
2.9739, -16.8658
3.04693, -16.8497
3.12224, -16.8461
3.49397, -18.4033
3.49295, -17.9697
3.49465, -17.5688
3.49273, -17.1673
3.49571, -16.8063
